ticketno,alarmno,alarmtime,alarmlevel,alarmmsg_original,site,sysname,unit,slot,port,sva,root_cause_domain,root_cause_type
21165533.0,1669971616491,2022-12-02 18:02:14+09:00,7,OPT-LOS,ADWA,aeua,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669971683864,2022-12-02 18:03:19+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669971770478,2022-12-02 18:04:48+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21163073.0,1669971783245,2022-12-02 18:05:01+09:00,7,OPT-LOS,AESQ,agdd,EQPT,1.0,8.0,NSA,A,LinkCut
21147066.0,1669971972936,2022-12-02 18:08:10+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669972018070,2022-12-02 18:08:56+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669972107491,2022-12-02 18:10:24+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669972210740,2022-12-02 18:12:08+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669972506378,2022-12-02 18:17:04+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669972523422,2022-12-02 18:17:21+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669972812193,2022-12-02 18:22:10+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669972865330,2022-12-02 18:23:03+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669972934522,2022-12-02 18:24:12+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669973049826,2022-12-02 18:26:07+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669973114009,2022-12-02 18:27:12+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669973154127,2022-12-02 18:27:52+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669973169200,2022-12-02 18:28:07+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669973357808,2022-12-02 18:31:15+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669973424744,2022-12-02 18:32:22+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669973467974,2022-12-02 18:33:06+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669973512609,2022-12-02 18:33:50+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669973528148,2022-12-02 18:34:06+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669973657574,2022-12-02 18:36:15+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669973686309,2022-12-02 18:36:44+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669973860037,2022-12-02 18:39:38+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669973914188,2022-12-02 18:40:31+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669973945788,2022-12-02 18:41:03+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669973968321,2022-12-02 18:41:26+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669974185225,2022-12-02 18:45:03+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21122633.0,1669974336012,2022-12-02 18:47:33+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669974365043,2022-12-02 18:48:02+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669974607036,2022-12-02 18:52:05+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669974758677,2022-12-02 18:54:36+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669974948927,2022-12-02 18:57:47+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669975091307,2022-12-02 19:00:09+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669975248734,2022-12-02 19:02:46+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669975268817,2022-12-02 19:03:06+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669975399166,2022-12-02 19:05:17+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669975626762,2022-12-02 19:09:04+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669975779499,2022-12-02 19:11:37+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669975888776,2022-12-02 19:13:26+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669975930240,2022-12-02 19:14:08+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669975985906,2022-12-02 19:14:59+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669976049524,2022-12-02 19:16:07+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21122633.0,1669976130701,2022-12-02 19:17:28+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669976233085,2022-12-02 19:19:11+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669976292974,2022-12-02 19:20:10+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669976508124,2022-12-02 19:23:46+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669976598041,2022-12-02 19:25:15+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669976644494,2022-12-02 19:26:02+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669976691613,2022-12-02 19:26:49+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669976838002,2022-12-02 19:29:16+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669976997540,2022-12-02 19:31:55+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669977024661,2022-12-02 19:32:22+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669977076626,2022-12-02 19:33:14+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669977278172,2022-12-02 19:36:36+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669977433941,2022-12-02 19:39:11+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669977540165,2022-12-02 19:40:58+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669977670623,2022-12-02 19:43:08+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669977709624,2022-12-02 19:43:47+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669977761763,2022-12-02 19:44:39+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669977916517,2022-12-02 19:47:14+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669977998413,2022-12-02 19:48:36+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669978171871,2022-12-02 19:51:29+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669978222629,2022-12-02 19:52:20+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669978260105,2022-12-02 19:52:58+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669978335322,2022-12-02 19:54:13+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669978344964,2022-12-02 19:54:23+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21149516.0,1669978431986,2022-12-02 19:55:50+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669978453740,2022-12-02 19:56:11+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669978536896,2022-12-02 19:57:34+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669978599027,2022-12-02 19:58:37+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669978603836,2022-12-02 19:58:41+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21149516.0,1669978689263,2022-12-02 20:00:07+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21122633.0,1669978817952,2022-12-02 20:02:16+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21149516.0,1669978847647,2022-12-02 20:02:45+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669978850015,2022-12-02 20:02:47+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669978893837,2022-12-02 20:03:31+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669978896317,2022-12-02 20:03:34+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21149516.0,1669979003267,2022-12-02 20:05:21+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669979085629,2022-12-02 20:06:43+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669979292221,2022-12-02 20:10:10+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669979391416,2022-12-02 20:11:49+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669979445876,2022-12-02 20:12:43+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669979479950,2022-12-02 20:13:18+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669979560173,2022-12-02 20:14:38+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669979586965,2022-12-02 20:15:05+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669979597277,2022-12-02 20:15:15+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669979639406,2022-12-02 20:15:57+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21149516.0,1669979659916,2022-12-02 20:16:17+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21122633.0,1669979730065,2022-12-02 20:17:28+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669979751002,2022-12-02 20:17:49+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669979942565,2022-12-02 20:21:00+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669980149109,2022-12-02 20:24:27+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669980184204,2022-12-02 20:25:02+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669980218308,2022-12-02 20:25:36+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669980404801,2022-12-02 20:28:42+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669980560352,2022-12-02 20:31:18+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669980677740,2022-12-02 20:33:15+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669980765098,2022-12-02 20:34:43+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669980937836,2022-12-02 20:37:35+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669981049878,2022-12-02 20:39:28+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669981086986,2022-12-02 20:40:05+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669981143622,2022-12-02 20:41:01+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669981236690,2022-12-02 20:42:34+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669981323212,2022-12-02 20:44:01+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669981466591,2022-12-02 20:46:24+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669981587928,2022-12-02 20:48:26+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669981830875,2022-12-02 20:52:29+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669982033500,2022-12-02 20:55:51+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669982157762,2022-12-02 20:57:55+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669982268066,2022-12-02 20:59:46+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669982326231,2022-12-02 21:00:44+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669982369355,2022-12-02 21:01:27+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669982431265,2022-12-02 21:02:27+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669982484676,2022-12-02 21:03:22+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669982582940,2022-12-02 21:05:01+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669982625057,2022-12-02 21:05:43+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669982772495,2022-12-02 21:08:10+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669983008121,2022-12-02 21:12:06+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669983090351,2022-12-02 21:13:28+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669983218298,2022-12-02 21:15:36+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669983336671,2022-12-02 21:17:34+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21149516.0,1669983350748,2022-12-02 21:17:48+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21147066.0,1669983387204,2022-12-02 21:18:25+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669983454282,2022-12-02 21:19:32+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669983594648,2022-12-02 21:21:52+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669983619730,2022-12-02 21:22:17+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669983786461,2022-12-02 21:25:04+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669983845625,2022-12-02 21:26:03+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669983890747,2022-12-02 21:26:48+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669984189869,2022-12-02 21:31:48+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669984230338,2022-12-02 21:32:28+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669984248029,2022-12-02 21:32:46+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669984454611,2022-12-02 21:36:12+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669984470766,2022-12-02 21:36:28+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669984605031,2022-12-02 21:38:43+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669984675224,2022-12-02 21:39:53+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669984735684,2022-12-02 21:40:53+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669985137885,2022-12-02 21:47:35+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669985139781,2022-12-02 21:47:37+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669985291639,2022-12-02 21:50:09+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669985378320,2022-12-02 21:51:35+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669985537447,2022-12-02 21:54:15+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669985645498,2022-12-02 21:56:03+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669985986454,2022-12-02 22:01:44+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669986035966,2022-12-02 22:02:34+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669986112179,2022-12-02 22:03:50+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669986194336,2022-12-02 22:05:12+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21168902.0,1669986214930,2022-12-02 22:05:32+09:00,7,OPT-LOS,AFHW,ahbn,EQPT,3.0,7.0,NSA,A,LinkCut
21147066.0,1669986503516,2022-12-02 22:10:21+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669986712076,2022-12-02 22:13:50+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669986830824,2022-12-02 22:15:48+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669986916360,2022-12-02 22:17:14+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669986984917,2022-12-02 22:18:23+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669987022910,2022-12-02 22:19:01+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669987074053,2022-12-02 22:19:52+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669987392458,2022-12-02 22:25:10+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669987521252,2022-12-02 22:27:19+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669987829642,2022-12-02 22:32:27+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21169299.0,1669987883579,2022-12-02 22:33:21+09:00,7,OPT-LOS,ADKA,aeaq,EQPT,3.0,3.0,NSA,A,LinkCut
21147066.0,1669987920357,2022-12-02 22:33:58+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669988095827,2022-12-02 22:36:54+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669988191089,2022-12-02 22:38:29+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669988685822,2022-12-02 22:46:43+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669988721175,2022-12-02 22:47:19+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669988759875,2022-12-02 22:47:58+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669988832071,2022-12-02 22:49:10+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669988900267,2022-12-02 22:50:18+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669988920321,2022-12-02 22:50:38+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669989007826,2022-12-02 22:52:05+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669989462606,2022-12-02 22:59:40+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669989558055,2022-12-02 23:01:16+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669989642561,2022-12-02 23:02:40+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669989757583,2022-12-02 23:04:35+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669989866887,2022-12-02 23:06:25+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669990018336,2022-12-02 23:08:56+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669990132606,2022-12-02 23:10:50+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669990491147,2022-12-02 23:16:49+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21122633.0,1669990529429,2022-12-02 23:17:27+09:00,5,ETH-ERR,ACEN,acnt,EQPT,3.0,1.0,NSA,A,LinkCut
21147066.0,1669990694735,2022-12-02 23:20:12+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21146785.0,1669990943174,2022-12-02 23:24:21+09:00,7,OPT-LOS,ABZO,acie,EQPT,5.0,6.0,NSA,A,LinkCut
21147066.0,1669990992837,2022-12-02 23:25:11+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669991091804,2022-12-02 23:26:49+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669991220757,2022-12-02 23:28:58+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669991347093,2022-12-02 23:31:05+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669991481444,2022-12-02 23:33:19+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669991611795,2022-12-02 23:35:30+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21147066.0,1669991647888,2022-12-02 23:36:06+09:00,5,LSP-LOC,AEOM,afwp,EQPT,1.0,1.0,NSA,A,LinkCut
21170366.0,1669991704677,2022-12-02 23:37:02+09:00,7,OPT-LOS,AFAA,agow,EQPT,5.0,5.0,NSA,A,LinkCut
